check_id,run_id,run_date,report_name,source_system,location_id,check_name,records_tested,failed_records,pass_rate
DQ-002757,RUN-004787,2026-04-10,Daily Incident Intake,Safety Logic,LOC-1066,completion_date_present,286,6,0.979
DQ-002758,RUN-007993,2026-06-15,Chemical SDS Coverage,MSDS,LOC-1044,corrective_action_status_valid,144,4,0.9722
DQ-002759,RUN-007993,2026-06-15,Chemical SDS Coverage,MSDS,LOC-1044,employee_partner_mapped,229,8,0.9651
DQ-002760,RUN-007993,2026-06-15,Chemical SDS Coverage,MSDS,LOC-1044,vendor_credential_current,149,15,0.8993
DQ-002761,RUN-002773,2026-03-02,Daily Incident Intake,Safety Logic,LOC-1015,location_id_present,298,2,0.9933
DQ-002762,RUN-002773,2026-03-02,Daily Incident Intake,Safety Logic,LOC-1015,corrective_action_status_valid,118,2,0.9831
DQ-002763,RUN-002773,2026-03-02,Daily Incident Intake,Safety Logic,LOC-1015,vendor_credential_current,289,11,0.9619
DQ-002764,RUN-004508,2026-04-05,Monthly Field Safety Scorecard,Safety Logic,LOC-1040,employee_partner_mapped,165,6,0.9636
DQ-002765,RUN-004508,2026-04-05,Monthly Field Safety Scorecard,Safety Logic,LOC-1040,completion_date_present,141,4,0.9716
DQ-002766,RUN-004508,2026-04-05,Monthly Field Safety Scorecard,Safety Logic,LOC-1040,corrective_action_status_valid,272,7,0.9743
DQ-002767,RUN-000153,2026-01-04,Ad Hoc Leader Request,Corporate Request,LOC-1030,source_extract_arrived,197,7,0.9645
DQ-002768,RUN-000153,2026-01-04,Ad Hoc Leader Request,Corporate Request,LOC-1030,location_id_present,231,3,0.987
DQ-002769,RUN-000153,2026-01-04,Ad Hoc Leader Request,Corporate Request,LOC-1030,employee_partner_mapped,122,11,0.9098
DQ-002770,RUN-007779,2026-06-09,Daily Incident Intake,Safety Logic,LOC-1056,corrective_action_status_valid,93,0,1.0
DQ-002771,RUN-007779,2026-06-09,Daily Incident Intake,Safety Logic,LOC-1056,employee_partner_mapped,281,11,0.9609
DQ-002772,RUN-007779,2026-06-09,Daily Incident Intake,Safety Logic,LOC-1056,incident_key_unique,170,6,0.9647
DQ-002773,RUN-005713,2026-05-02,Ad Hoc Leader Request,Corporate Request,LOC-1041,source_extract_arrived,228,5,0.9781
DQ-002774,RUN-005713,2026-05-02,Ad Hoc Leader Request,Corporate Request,LOC-1041,location_id_present,260,3,0.9885
DQ-002775,RUN-005713,2026-05-02,Ad Hoc Leader Request,Corporate Request,LOC-1041,completion_date_present,334,11,0.9671
DQ-002776,RUN-002236,2026-02-16,PPE Readiness Tracker,PICS,LOC-1064,incident_key_unique,160,7,0.9563
DQ-002777,RUN-002236,2026-02-16,PPE Readiness Tracker,PICS,LOC-1064,source_extract_arrived,266,16,0.9398
DQ-002778,RUN-002236,2026-02-16,PPE Readiness Tracker,PICS,LOC-1064,corrective_action_status_valid,275,8,0.9709
DQ-002779,RUN-000675,2026-01-12,PPE Readiness Tracker,PICS,LOC-1047,location_id_present,242,11,0.9545
DQ-002780,RUN-000675,2026-01-12,PPE Readiness Tracker,PICS,LOC-1047,vendor_credential_current,188,17,0.9096
DQ-002781,RUN-000675,2026-01-12,PPE Readiness Tracker,PICS,LOC-1047,incident_key_unique,202,11,0.9455
DQ-002782,RUN-007659,2026-06-08,Weekly Exception Review,Safety Logic,LOC-1017,source_extract_arrived,128,1,0.9922
DQ-002783,RUN-007659,2026-06-08,Weekly Exception Review,Safety Logic,LOC-1017,vendor_credential_current,110,2,0.9818
DQ-002784,RUN-007659,2026-06-08,Weekly Exception Review,Safety Logic,LOC-1017,incident_key_unique,283,7,0.9753
DQ-002785,RUN-005900,2026-05-04,PPE Readiness Tracker,PICS,LOC-1064,employee_partner_mapped,121,8,0.9339
DQ-002786,RUN-005900,2026-05-04,PPE Readiness Tracker,PICS,LOC-1064,completion_date_present,94,8,0.9149
DQ-002787,RUN-005900,2026-05-04,PPE Readiness Tracker,PICS,LOC-1064,vendor_credential_current,91,10,0.8901
DQ-002788,RUN-008405,2026-06-24,Daily Incident Intake,Safety Logic,LOC-1052,location_id_present,252,4,0.9841
DQ-002789,RUN-008405,2026-06-24,Daily Incident Intake,Safety Logic,LOC-1052,employee_partner_mapped,162,10,0.9383
DQ-002790,RUN-008405,2026-06-24,Daily Incident Intake,Safety Logic,LOC-1052,completion_date_present,231,2,0.9913
DQ-002791,RUN-008716,2026-06-30,Daily Incident Intake,Safety Logic,LOC-1054,completion_date_present,114,0,1.0
DQ-002792,RUN-008716,2026-06-30,Daily Incident Intake,Safety Logic,LOC-1054,employee_partner_mapped,316,20,0.9367
DQ-002793,RUN-008716,2026-06-30,Daily Incident Intake,Safety Logic,LOC-1054,source_extract_arrived,275,5,0.9818
DQ-002794,RUN-007183,2026-05-31,Daily Incident Intake,Safety Logic,LOC-1054,vendor_credential_current,231,9,0.961
DQ-002795,RUN-007183,2026-05-31,Daily Incident Intake,Safety Logic,LOC-1054,corrective_action_status_valid,190,7,0.9632
DQ-002796,RUN-007183,2026-05-31,Daily Incident Intake,Safety Logic,LOC-1054,employee_partner_mapped,235,6,0.9745
DQ-002797,RUN-003204,2026-03-09,Chemical SDS Coverage,MSDS,LOC-1030,incident_key_unique,176,5,0.9716
DQ-002798,RUN-003204,2026-03-09,Chemical SDS Coverage,MSDS,LOC-1030,vendor_credential_current,268,17,0.9366
DQ-002799,RUN-003204,2026-03-09,Chemical SDS Coverage,MSDS,LOC-1030,employee_partner_mapped,241,17,0.9295
DQ-002800,RUN-002055,2026-02-14,Daily Incident Intake,Safety Logic,LOC-1031,completion_date_present,203,3,0.9852
DQ-002801,RUN-002055,2026-02-14,Daily Incident Intake,Safety Logic,LOC-1031,location_id_present,95,2,0.9789
DQ-002802,RUN-002055,2026-02-14,Daily Incident Intake,Safety Logic,LOC-1031,incident_key_unique,322,6,0.9814
DQ-002803,RUN-006658,2026-05-18,PPE Readiness Tracker,PICS,LOC-1057,incident_key_unique,88,6,0.9318
DQ-002804,RUN-006658,2026-05-18,PPE Readiness Tracker,PICS,LOC-1057,source_extract_arrived,75,6,0.92
DQ-002805,RUN-006658,2026-05-18,PPE Readiness Tracker,PICS,LOC-1057,completion_date_present,101,7,0.9307
DQ-002806,RUN-003308,2026-03-12,Daily Incident Intake,Safety Logic,LOC-1065,corrective_action_status_valid,324,11,0.966
DQ-002807,RUN-003308,2026-03-12,Daily Incident Intake,Safety Logic,LOC-1065,vendor_credential_current,291,10,0.9656
DQ-002808,RUN-003308,2026-03-12,Daily Incident Intake,Safety Logic,LOC-1065,source_extract_arrived,321,6,0.9813
DQ-002809,RUN-006657,2026-05-18,PPE Readiness Tracker,PICS,LOC-1020,completion_date_present,94,8,0.9149
DQ-002810,RUN-006657,2026-05-18,PPE Readiness Tracker,PICS,LOC-1020,incident_key_unique,305,10,0.9672
DQ-002811,RUN-006657,2026-05-18,PPE Readiness Tracker,PICS,LOC-1020,vendor_credential_current,154,10,0.9351
DQ-002812,RUN-001349,2026-01-27,Daily Incident Intake,Safety Logic,LOC-1044,corrective_action_status_valid,253,8,0.9684
DQ-002813,RUN-001349,2026-01-27,Daily Incident Intake,Safety Logic,LOC-1044,employee_partner_mapped,303,11,0.9637
DQ-002814,RUN-001349,2026-01-27,Daily Incident Intake,Safety Logic,LOC-1044,incident_key_unique,292,5,0.9829
DQ-002815,RUN-008156,2026-06-19,Daily Incident Intake,Safety Logic,LOC-1043,incident_key_unique,259,6,0.9768
DQ-002816,RUN-008156,2026-06-19,Daily Incident Intake,Safety Logic,LOC-1043,completion_date_present,187,2,0.9893
DQ-002817,RUN-008156,2026-06-19,Daily Incident Intake,Safety Logic,LOC-1043,corrective_action_status_valid,353,8,0.9773
DQ-002818,RUN-001277,2026-01-26,Chemical SDS Coverage,MSDS,LOC-1020,source_extract_arrived,239,8,0.9665
DQ-002819,RUN-001277,2026-01-26,Chemical SDS Coverage,MSDS,LOC-1020,completion_date_present,216,5,0.9769
DQ-002820,RUN-001277,2026-01-26,Chemical SDS Coverage,MSDS,LOC-1020,vendor_credential_current,290,16,0.9448
DQ-002821,RUN-007542,2026-06-06,Daily Incident Intake,Safety Logic,LOC-1060,incident_key_unique,321,8,0.9751
DQ-002822,RUN-007542,2026-06-06,Daily Incident Intake,Safety Logic,LOC-1060,employee_partner_mapped,331,11,0.9668
DQ-002823,RUN-007542,2026-06-06,Daily Incident Intake,Safety Logic,LOC-1060,vendor_credential_current,107,1,0.9907
DQ-002824,RUN-000270,2026-01-05,Contractor Compliance Snapshot,ISN,LOC-1022,incident_key_unique,111,2,0.982
DQ-002825,RUN-000270,2026-01-05,Contractor Compliance Snapshot,ISN,LOC-1022,source_extract_arrived,100,0,1.0
DQ-002826,RUN-000270,2026-01-05,Contractor Compliance Snapshot,ISN,LOC-1022,vendor_credential_current,357,8,0.9776
DQ-002827,RUN-002558,2026-02-23,Ad Hoc Leader Request,Corporate Request,LOC-1009,employee_partner_mapped,243,7,0.9712
DQ-002828,RUN-002558,2026-02-23,Ad Hoc Leader Request,Corporate Request,LOC-1009,incident_key_unique,187,1,0.9947
DQ-002829,RUN-002558,2026-02-23,Ad Hoc Leader Request,Corporate Request,LOC-1009,vendor_credential_current,150,5,0.9667
DQ-002830,RUN-007860,2026-06-13,Daily Incident Intake,Safety Logic,LOC-1025,vendor_credential_current,333,19,0.9429
DQ-002831,RUN-007860,2026-06-13,Daily Incident Intake,Safety Logic,LOC-1025,incident_key_unique,120,1,0.9917
DQ-002832,RUN-007860,2026-06-13,Daily Incident Intake,Safety Logic,LOC-1025,location_id_present,160,3,0.9812
DQ-002833,RUN-000400,2026-01-06,Daily Incident Intake,Safety Logic,LOC-1011,corrective_action_status_valid,296,7,0.9764
DQ-002834,RUN-000400,2026-01-06,Daily Incident Intake,Safety Logic,LOC-1011,location_id_present,337,3,0.9911
DQ-002835,RUN-000400,2026-01-06,Daily Incident Intake,Safety Logic,LOC-1011,completion_date_present,208,5,0.976
DQ-002836,RUN-004830,2026-04-12,Daily Incident Intake,Safety Logic,LOC-1060,corrective_action_status_valid,359,10,0.9721
DQ-002837,RUN-004830,2026-04-12,Daily Incident Intake,Safety Logic,LOC-1060,location_id_present,217,2,0.9908
DQ-002838,RUN-004830,2026-04-12,Daily Incident Intake,Safety Logic,LOC-1060,vendor_credential_current,298,25,0.9161
DQ-002839,RUN-007309,2026-06-01,Chemical SDS Coverage,MSDS,LOC-1069,vendor_credential_current,276,10,0.9638
DQ-002840,RUN-007309,2026-06-01,Chemical SDS Coverage,MSDS,LOC-1069,corrective_action_status_valid,322,12,0.9627
DQ-002841,RUN-007309,2026-06-01,Chemical SDS Coverage,MSDS,LOC-1069,completion_date_present,202,3,0.9851
DQ-002842,RUN-004480,2026-04-05,Daily Incident Intake,Safety Logic,LOC-1011,corrective_action_status_valid,113,1,0.9912
DQ-002843,RUN-004480,2026-04-05,Daily Incident Intake,Safety Logic,LOC-1011,location_id_present,284,4,0.9859
DQ-002844,RUN-004480,2026-04-05,Daily Incident Intake,Safety Logic,LOC-1011,employee_partner_mapped,323,8,0.9752
DQ-002845,RUN-000937,2026-01-19,Weekly Exception Review,Safety Logic,LOC-1032,incident_key_unique,324,6,0.9815
DQ-002846,RUN-000937,2026-01-19,Weekly Exception Review,Safety Logic,LOC-1032,employee_partner_mapped,78,5,0.9359
DQ-002847,RUN-000937,2026-01-19,Weekly Exception Review,Safety Logic,LOC-1032,source_extract_arrived,183,8,0.9563
DQ-002848,RUN-007102,2026-05-28,Daily Incident Intake,Safety Logic,LOC-1066,source_extract_arrived,354,14,0.9605
DQ-002849,RUN-007102,2026-05-28,Daily Incident Intake,Safety Logic,LOC-1066,vendor_credential_current,357,13,0.9636
DQ-002850,RUN-007102,2026-05-28,Daily Incident Intake,Safety Logic,LOC-1066,location_id_present,95,1,0.9895
DQ-002851,RUN-001503,2026-02-02,Daily Incident Intake,Safety Logic,LOC-1041,employee_partner_mapped,230,10,0.9565
DQ-002852,RUN-001503,2026-02-02,Daily Incident Intake,Safety Logic,LOC-1041,source_extract_arrived,101,3,0.9703
DQ-002853,RUN-001503,2026-02-02,Daily Incident Intake,Safety Logic,LOC-1041,vendor_credential_current,302,13,0.957
DQ-002854,RUN-000216,2026-01-05,Weekly Exception Review,Safety Logic,LOC-1036,employee_partner_mapped,186,6,0.9677
DQ-002855,RUN-000216,2026-01-05,Weekly Exception Review,Safety Logic,LOC-1036,vendor_credential_current,119,5,0.958
DQ-002856,RUN-000216,2026-01-05,Weekly Exception Review,Safety Logic,LOC-1036,completion_date_present,338,15,0.9556
DQ-002857,RUN-006460,2026-05-15,Ad Hoc Leader Request,Corporate Request,LOC-1011,vendor_credential_current,187,7,0.9626
DQ-002858,RUN-006460,2026-05-15,Ad Hoc Leader Request,Corporate Request,LOC-1011,employee_partner_mapped,183,7,0.9617
DQ-002859,RUN-006460,2026-05-15,Ad Hoc Leader Request,Corporate Request,LOC-1011,location_id_present,326,3,0.9908
DQ-002860,RUN-004763,2026-04-09,Daily Incident Intake,Safety Logic,LOC-1058,location_id_present,193,2,0.9896
DQ-002861,RUN-004763,2026-04-09,Daily Incident Intake,Safety Logic,LOC-1058,source_extract_arrived,213,6,0.9718
DQ-002862,RUN-004763,2026-04-09,Daily Incident Intake,Safety Logic,LOC-1058,corrective_action_status_valid,137,5,0.9635
DQ-002863,RUN-008710,2026-06-30,Daily Incident Intake,Safety Logic,LOC-1071,location_id_present,75,2,0.9733
DQ-002864,RUN-008710,2026-06-30,Daily Incident Intake,Safety Logic,LOC-1071,incident_key_unique,154,3,0.9805
DQ-002865,RUN-008710,2026-06-30,Daily Incident Intake,Safety Logic,LOC-1071,completion_date_present,239,8,0.9665
DQ-002866,RUN-001919,2026-02-09,PPE Readiness Tracker,PICS,LOC-1046,incident_key_unique,135,5,0.963
DQ-002867,RUN-001919,2026-02-09,PPE Readiness Tracker,PICS,LOC-1046,employee_partner_mapped,200,11,0.945
DQ-002868,RUN-001919,2026-02-09,PPE Readiness Tracker,PICS,LOC-1046,corrective_action_status_valid,285,13,0.9544
DQ-002869,RUN-008106,2026-06-17,Daily Incident Intake,Safety Logic,LOC-1026,incident_key_unique,190,3,0.9842
DQ-002870,RUN-008106,2026-06-17,Daily Incident Intake,Safety Logic,LOC-1026,location_id_present,185,1,0.9946
DQ-002871,RUN-008106,2026-06-17,Daily Incident Intake,Safety Logic,LOC-1026,source_extract_arrived,156,3,0.9808
DQ-002872,RUN-000994,2026-01-19,PPE Readiness Tracker,PICS,LOC-1042,employee_partner_mapped,240,30,0.875
DQ-002873,RUN-000994,2026-01-19,PPE Readiness Tracker,PICS,LOC-1042,corrective_action_status_valid,130,6,0.9538
DQ-002874,RUN-000994,2026-01-19,PPE Readiness Tracker,PICS,LOC-1042,source_extract_arrived,201,20,0.9005
DQ-002875,RUN-000339,2026-01-05,Vendor Credential Audit,Browz,LOC-1069,employee_partner_mapped,86,5,0.9419
DQ-002876,RUN-000339,2026-01-05,Vendor Credential Audit,Browz,LOC-1069,incident_key_unique,80,8,0.9
DQ-002877,RUN-000339,2026-01-05,Vendor Credential Audit,Browz,LOC-1069,source_extract_arrived,85,7,0.9176
DQ-002878,RUN-002417,2026-02-22,Ad Hoc Leader Request,Corporate Request,LOC-1055,source_extract_arrived,155,9,0.9419
DQ-002879,RUN-002417,2026-02-22,Ad Hoc Leader Request,Corporate Request,LOC-1055,completion_date_present,94,0,1.0
DQ-002880,RUN-002417,2026-02-22,Ad Hoc Leader Request,Corporate Request,LOC-1055,location_id_present,320,8,0.975
DQ-002881,RUN-002502,2026-02-23,Chemical SDS Coverage,MSDS,LOC-1035,vendor_credential_current,169,5,0.9704
DQ-002882,RUN-002502,2026-02-23,Chemical SDS Coverage,MSDS,LOC-1035,incident_key_unique,331,4,0.9879
DQ-002883,RUN-002502,2026-02-23,Chemical SDS Coverage,MSDS,LOC-1035,location_id_present,203,2,0.9901
DQ-002884,RUN-004682,2026-04-07,Daily Incident Intake,Safety Logic,LOC-1056,completion_date_present,292,8,0.9726
DQ-002885,RUN-004682,2026-04-07,Daily Incident Intake,Safety Logic,LOC-1056,employee_partner_mapped,238,7,0.9706
DQ-002886,RUN-004682,2026-04-07,Daily Incident Intake,Safety Logic,LOC-1056,source_extract_arrived,75,1,0.9867
DQ-002887,RUN-000414,2026-01-07,Daily Incident Intake,Safety Logic,LOC-1072,location_id_present,230,2,0.9913
DQ-002888,RUN-000414,2026-01-07,Daily Incident Intake,Safety Logic,LOC-1072,incident_key_unique,114,1,0.9912
DQ-002889,RUN-000414,2026-01-07,Daily Incident Intake,Safety Logic,LOC-1072,corrective_action_status_valid,211,8,0.9621
DQ-002890,RUN-001029,2026-01-20,Daily Incident Intake,Safety Logic,LOC-1024,completion_date_present,239,5,0.9791
DQ-002891,RUN-001029,2026-01-20,Daily Incident Intake,Safety Logic,LOC-1024,employee_partner_mapped,313,18,0.9425
DQ-002892,RUN-001029,2026-01-20,Daily Incident Intake,Safety Logic,LOC-1024,location_id_present,128,4,0.9688
DQ-002893,RUN-005252,2026-04-20,PPE Readiness Tracker,PICS,LOC-1055,employee_partner_mapped,132,11,0.9167
DQ-002894,RUN-005252,2026-04-20,PPE Readiness Tracker,PICS,LOC-1055,incident_key_unique,127,4,0.9685
DQ-002895,RUN-005252,2026-04-20,PPE Readiness Tracker,PICS,LOC-1055,vendor_credential_current,235,15,0.9362
DQ-002896,RUN-006164,2026-05-09,Ad Hoc Leader Request,Corporate Request,LOC-1007,source_extract_arrived,332,16,0.9518
DQ-002897,RUN-006164,2026-05-09,Ad Hoc Leader Request,Corporate Request,LOC-1007,incident_key_unique,278,10,0.964
DQ-002898,RUN-006164,2026-05-09,Ad Hoc Leader Request,Corporate Request,LOC-1007,vendor_credential_current,231,19,0.9177
DQ-002899,RUN-007109,2026-05-28,Daily Incident Intake,Safety Logic,LOC-1036,incident_key_unique,194,7,0.9639
DQ-002900,RUN-007109,2026-05-28,Daily Incident Intake,Safety Logic,LOC-1036,corrective_action_status_valid,344,5,0.9855
DQ-002901,RUN-007109,2026-05-28,Daily Incident Intake,Safety Logic,LOC-1036,source_extract_arrived,110,6,0.9455
DQ-002902,RUN-005558,2026-04-27,PPE Readiness Tracker,PICS,LOC-1048,vendor_credential_current,286,21,0.9266
DQ-002903,RUN-005558,2026-04-27,PPE Readiness Tracker,PICS,LOC-1048,employee_partner_mapped,235,14,0.9404
DQ-002904,RUN-005558,2026-04-27,PPE Readiness Tracker,PICS,LOC-1048,source_extract_arrived,104,4,0.9615
DQ-002905,RUN-004525,2026-04-05,Vendor Credential Audit,Browz,LOC-1057,completion_date_present,118,7,0.9407
DQ-002906,RUN-004525,2026-04-05,Vendor Credential Audit,Browz,LOC-1057,location_id_present,319,12,0.9624
DQ-002907,RUN-004525,2026-04-05,Vendor Credential Audit,Browz,LOC-1057,corrective_action_status_valid,295,22,0.9254
DQ-002908,RUN-007609,2026-06-08,Daily Incident Intake,Safety Logic,LOC-1017,source_extract_arrived,111,1,0.991
DQ-002909,RUN-007609,2026-06-08,Daily Incident Intake,Safety Logic,LOC-1017,incident_key_unique,240,5,0.9792
DQ-002910,RUN-007609,2026-06-08,Daily Incident Intake,Safety Logic,LOC-1017,location_id_present,257,5,0.9805
DQ-002911,RUN-003645,2026-03-17,Ad Hoc Leader Request,Corporate Request,LOC-1037,location_id_present,80,1,0.9875
DQ-002912,RUN-003645,2026-03-17,Ad Hoc Leader Request,Corporate Request,LOC-1037,corrective_action_status_valid,331,13,0.9607
DQ-002913,RUN-003645,2026-03-17,Ad Hoc Leader Request,Corporate Request,LOC-1037,employee_partner_mapped,125,9,0.928
DQ-002914,RUN-002140,2026-02-16,Weekly Exception Review,Safety Logic,LOC-1020,corrective_action_status_valid,99,10,0.899
DQ-002915,RUN-002140,2026-02-16,Weekly Exception Review,Safety Logic,LOC-1020,employee_partner_mapped,242,11,0.9545
DQ-002916,RUN-002140,2026-02-16,Weekly Exception Review,Safety Logic,LOC-1020,vendor_credential_current,273,24,0.9121
DQ-002917,RUN-006102,2026-05-08,Daily Incident Intake,Safety Logic,LOC-1056,incident_key_unique,214,2,0.9907
DQ-002918,RUN-006102,2026-05-08,Daily Incident Intake,Safety Logic,LOC-1056,vendor_credential_current,211,9,0.9573
DQ-002919,RUN-006102,2026-05-08,Daily Incident Intake,Safety Logic,LOC-1056,source_extract_arrived,203,6,0.9704
DQ-002920,RUN-005029,2026-04-15,Daily Incident Intake,Safety Logic,LOC-1056,location_id_present,184,2,0.9891
DQ-002921,RUN-005029,2026-04-15,Daily Incident Intake,Safety Logic,LOC-1056,source_extract_arrived,357,15,0.958
DQ-002922,RUN-005029,2026-04-15,Daily Incident Intake,Safety Logic,LOC-1056,incident_key_unique,329,5,0.9848
DQ-002923,RUN-005456,2026-04-27,Daily Incident Intake,Safety Logic,LOC-1048,completion_date_present,214,5,0.9766
DQ-002924,RUN-005456,2026-04-27,Daily Incident Intake,Safety Logic,LOC-1048,incident_key_unique,192,4,0.9792
DQ-002925,RUN-005456,2026-04-27,Daily Incident Intake,Safety Logic,LOC-1048,source_extract_arrived,211,5,0.9763
DQ-002926,RUN-002949,2026-03-04,Daily Incident Intake,Safety Logic,LOC-1003,vendor_credential_current,141,6,0.9574
DQ-002927,RUN-002949,2026-03-04,Daily Incident Intake,Safety Logic,LOC-1003,incident_key_unique,298,7,0.9765
DQ-002928,RUN-002949,2026-03-04,Daily Incident Intake,Safety Logic,LOC-1003,corrective_action_status_valid,326,9,0.9724
DQ-002929,RUN-005379,2026-04-25,Daily Incident Intake,Safety Logic,LOC-1065,employee_partner_mapped,111,5,0.955
DQ-002930,RUN-005379,2026-04-25,Daily Incident Intake,Safety Logic,LOC-1065,vendor_credential_current,349,20,0.9427
DQ-002931,RUN-005379,2026-04-25,Daily Incident Intake,Safety Logic,LOC-1065,source_extract_arrived,151,3,0.9801
DQ-002932,RUN-002524,2026-02-23,Chemical SDS Coverage,MSDS,LOC-1025,incident_key_unique,320,4,0.9875
DQ-002933,RUN-002524,2026-02-23,Chemical SDS Coverage,MSDS,LOC-1025,completion_date_present,305,7,0.977
DQ-002934,RUN-002524,2026-02-23,Chemical SDS Coverage,MSDS,LOC-1025,corrective_action_status_valid,322,12,0.9627
DQ-002935,RUN-003989,2026-03-24,Daily Incident Intake,Safety Logic,LOC-1037,incident_key_unique,313,8,0.9744
DQ-002936,RUN-003989,2026-03-24,Daily Incident Intake,Safety Logic,LOC-1037,source_extract_arrived,233,4,0.9828
DQ-002937,RUN-003989,2026-03-24,Daily Incident Intake,Safety Logic,LOC-1037,corrective_action_status_valid,243,4,0.9835
DQ-002938,RUN-006896,2026-05-25,Weekly Exception Review,Safety Logic,LOC-1005,source_extract_arrived,211,4,0.981
DQ-002939,RUN-006896,2026-05-25,Weekly Exception Review,Safety Logic,LOC-1005,employee_partner_mapped,114,2,0.9825
DQ-002940,RUN-006896,2026-05-25,Weekly Exception Review,Safety Logic,LOC-1005,completion_date_present,307,9,0.9707
DQ-002941,RUN-003262,2026-03-10,Daily Incident Intake,Safety Logic,LOC-1029,location_id_present,259,4,0.9846
DQ-002942,RUN-003262,2026-03-10,Daily Incident Intake,Safety Logic,LOC-1029,vendor_credential_current,306,12,0.9608
DQ-002943,RUN-003262,2026-03-10,Daily Incident Intake,Safety Logic,LOC-1029,corrective_action_status_valid,79,3,0.962
DQ-002944,RUN-002720,2026-02-28,Daily Incident Intake,Safety Logic,LOC-1060,source_extract_arrived,228,10,0.9561
DQ-002945,RUN-002720,2026-02-28,Daily Incident Intake,Safety Logic,LOC-1060,employee_partner_mapped,346,19,0.9451
DQ-002946,RUN-002720,2026-02-28,Daily Incident Intake,Safety Logic,LOC-1060,completion_date_present,86,3,0.9651
DQ-002947,RUN-003563,2026-03-16,PPE Readiness Tracker,PICS,LOC-1031,source_extract_arrived,159,11,0.9308
DQ-002948,RUN-003563,2026-03-16,PPE Readiness Tracker,PICS,LOC-1031,completion_date_present,348,28,0.9195
DQ-002949,RUN-003563,2026-03-16,PPE Readiness Tracker,PICS,LOC-1031,location_id_present,249,7,0.9719
DQ-002950,RUN-007161,2026-05-30,Daily Incident Intake,Safety Logic,LOC-1026,location_id_present,257,3,0.9883
DQ-002951,RUN-007161,2026-05-30,Daily Incident Intake,Safety Logic,LOC-1026,vendor_credential_current,172,14,0.9186
DQ-002952,RUN-007161,2026-05-30,Daily Incident Intake,Safety Logic,LOC-1026,source_extract_arrived,149,4,0.9732
DQ-002953,RUN-004300,2026-03-31,Daily Incident Intake,Safety Logic,LOC-1039,vendor_credential_current,93,5,0.9462
DQ-002954,RUN-004300,2026-03-31,Daily Incident Intake,Safety Logic,LOC-1039,completion_date_present,335,12,0.9642
DQ-002955,RUN-004300,2026-03-31,Daily Incident Intake,Safety Logic,LOC-1039,source_extract_arrived,167,5,0.9701
DQ-002956,RUN-006908,2026-05-25,Contractor Compliance Snapshot,ISN,LOC-1035,vendor_credential_current,256,12,0.9531
DQ-002957,RUN-006908,2026-05-25,Contractor Compliance Snapshot,ISN,LOC-1035,location_id_present,262,3,0.9885
DQ-002958,RUN-006908,2026-05-25,Contractor Compliance Snapshot,ISN,LOC-1035,corrective_action_status_valid,193,6,0.9689
DQ-002959,RUN-005939,2026-05-05,Monthly Field Safety Scorecard,Safety Logic,LOC-1027,corrective_action_status_valid,130,5,0.9615
DQ-002960,RUN-005939,2026-05-05,Monthly Field Safety Scorecard,Safety Logic,LOC-1027,location_id_present,77,0,1.0
DQ-002961,RUN-005939,2026-05-05,Monthly Field Safety Scorecard,Safety Logic,LOC-1027,vendor_credential_current,83,6,0.9277
DQ-002962,RUN-005002,2026-04-14,Daily Incident Intake,Safety Logic,LOC-1018,corrective_action_status_valid,245,7,0.9714
DQ-002963,RUN-005002,2026-04-14,Daily Incident Intake,Safety Logic,LOC-1018,source_extract_arrived,220,10,0.9545
DQ-002964,RUN-005002,2026-04-14,Daily Incident Intake,Safety Logic,LOC-1018,employee_partner_mapped,192,11,0.9427
DQ-002965,RUN-003565,2026-03-16,PPE Readiness Tracker,PICS,LOC-1002,employee_partner_mapped,225,12,0.9467
DQ-002966,RUN-003565,2026-03-16,PPE Readiness Tracker,PICS,LOC-1002,vendor_credential_current,140,13,0.9071
DQ-002967,RUN-003565,2026-03-16,PPE Readiness Tracker,PICS,LOC-1002,incident_key_unique,279,17,0.9391
DQ-002968,RUN-002416,2026-02-22,Ad Hoc Leader Request,Corporate Request,LOC-1059,employee_partner_mapped,164,8,0.9512
DQ-002969,RUN-002416,2026-02-22,Ad Hoc Leader Request,Corporate Request,LOC-1059,incident_key_unique,134,2,0.9851
DQ-002970,RUN-002416,2026-02-22,Ad Hoc Leader Request,Corporate Request,LOC-1059,completion_date_present,323,3,0.9907
DQ-002971,RUN-003712,2026-03-18,Ad Hoc Leader Request,Corporate Request,LOC-1056,source_extract_arrived,314,16,0.949
DQ-002972,RUN-003712,2026-03-18,Ad Hoc Leader Request,Corporate Request,LOC-1056,vendor_credential_current,110,5,0.9545
DQ-002973,RUN-003712,2026-03-18,Ad Hoc Leader Request,Corporate Request,LOC-1056,corrective_action_status_valid,135,1,0.9926
DQ-002974,RUN-005922,2026-05-05,Daily Incident Intake,Safety Logic,LOC-1003,completion_date_present,127,6,0.9528
DQ-002975,RUN-005922,2026-05-05,Daily Incident Intake,Safety Logic,LOC-1003,source_extract_arrived,210,10,0.9524
DQ-002976,RUN-005922,2026-05-05,Daily Incident Intake,Safety Logic,LOC-1003,incident_key_unique,273,10,0.9634
DQ-002977,RUN-007048,2026-05-26,Daily Incident Intake,Safety Logic,LOC-1030,incident_key_unique,335,11,0.9672
DQ-002978,RUN-007048,2026-05-26,Daily Incident Intake,Safety Logic,LOC-1030,source_extract_arrived,313,13,0.9585
