run_id,run_date,report_name,cadence,source_system,location_id,region,division,support_tier,sla_hours,refresh_delay_hours,sla_met,records_expected,completeness_rate,duplicate_keys,unmapped_records,completed_at
RUN-004426,2026-04-03,Daily Incident Intake,daily,Safety Logic,LOC-1032,Northeast,Fire Protection,high_touch,7,5.11,True,355,0.9567,4,4,2026-04-03T13:06:24.677511430
RUN-004427,2026-04-03,Daily Incident Intake,daily,Safety Logic,LOC-1028,Northeast,First Aid & Safety,high_touch,7,4.33,True,202,0.9746,1,3,2026-04-03T12:19:52.476227376
RUN-004428,2026-04-03,Daily Incident Intake,daily,Safety Logic,LOC-1013,Midwest,Uniform Rental,standard,7,3.12,True,330,0.9887,3,2,2026-04-03T11:06:58.653030762
RUN-004429,2026-04-03,Daily Incident Intake,daily,Safety Logic,LOC-1034,Northeast,Facility Services,standard,7,4.76,True,135,0.9853,3,3,2026-04-03T12:45:25.745123619
RUN-004430,2026-04-03,Daily Incident Intake,daily,Safety Logic,LOC-1067,West,Fire Protection,high_touch,7,3.75,True,320,0.9553,2,1,2026-04-03T11:45:04.697239285
RUN-004431,2026-04-03,Daily Incident Intake,daily,Safety Logic,LOC-1019,Midwest,Fire Protection,standard,7,4.04,True,259,0.9847,0,2,2026-04-03T12:02:41.764610998
RUN-004432,2026-04-03,Daily Incident Intake,daily,Safety Logic,LOC-1052,South Central,First Aid & Safety,standard,7,3.41,True,162,0.9837,4,2,2026-04-03T11:24:36.024482154
RUN-004433,2026-04-03,Daily Incident Intake,daily,Safety Logic,LOC-1059,South Central,Facility Services,standard,7,3.05,True,296,0.9965,0,2,2026-04-03T11:02:45.000914862
RUN-004434,2026-04-03,Daily Incident Intake,daily,Safety Logic,LOC-1029,Northeast,First Aid & Safety,standard,7,4.86,True,270,0.9802,1,5,2026-04-03T12:51:48.795052728
RUN-004435,2026-04-03,Daily Incident Intake,daily,Safety Logic,LOC-1006,Great Lakes,First Aid & Safety,high_touch,7,6.95,True,393,0.9642,1,6,2026-04-03T14:57:05.736550134
RUN-004436,2026-04-03,Daily Incident Intake,daily,Safety Logic,LOC-1003,Great Lakes,Uniform Rental,high_touch,7,6.08,True,283,0.999,1,8,2026-04-03T14:04:47.186302599
RUN-004437,2026-04-03,Daily Incident Intake,daily,Safety Logic,LOC-1040,Southeast,First Aid & Safety,high_touch,7,5.13,True,320,0.9731,2,2,2026-04-03T13:08:03.109560083
RUN-004438,2026-04-03,Daily Incident Intake,daily,Safety Logic,LOC-1031,Northeast,Fire Protection,standard,7,3.59,True,240,0.9332,1,0,2026-04-03T11:35:41.967313200
RUN-004439,2026-04-03,Daily Incident Intake,daily,Safety Logic,LOC-1007,Great Lakes,Fire Protection,high_touch,7,4.11,True,351,0.9367,3,4,2026-04-03T12:06:23.405928037
RUN-004440,2026-04-03,Daily Incident Intake,daily,Safety Logic,LOC-1017,Midwest,First Aid & Safety,standard,7,1.55,True,316,0.9799,3,2,2026-04-03T09:32:52.494363367
RUN-004441,2026-04-03,Daily Incident Intake,daily,Safety Logic,LOC-1020,Midwest,Fire Protection,standard,7,3.85,True,321,0.9847,1,3,2026-04-03T11:51:14.294346046
RUN-004442,2026-04-03,Daily Incident Intake,daily,Safety Logic,LOC-1038,Southeast,Uniform Rental,high_touch,7,4.32,True,201,0.9336,0,7,2026-04-03T12:19:07.441530406
RUN-004443,2026-04-03,Daily Incident Intake,daily,Safety Logic,LOC-1063,West,Uniform Rental,standard,7,3.33,True,238,0.9638,1,2,2026-04-03T11:19:32.207365266
RUN-004444,2026-04-03,Daily Incident Intake,daily,Safety Logic,LOC-1015,Midwest,Uniform Rental,high_touch,7,7.94,False,350,0.9405,0,1,2026-04-03T15:56:30.828106641
RUN-004445,2026-04-04,Daily Incident Intake,daily,Safety Logic,LOC-1010,Great Lakes,Facility Services,high_touch,7,5.75,True,109,0.9773,2,6,2026-04-04T13:45:04.202193298
RUN-004446,2026-04-04,Daily Incident Intake,daily,Safety Logic,LOC-1020,Midwest,Fire Protection,standard,7,3.21,True,417,0.99,2,2,2026-04-04T11:12:18.136144918
RUN-004447,2026-04-04,Daily Incident Intake,daily,Safety Logic,LOC-1045,Southeast,Fire Protection,high_touch,7,3.12,True,209,0.9522,1,4,2026-04-04T11:07:20.046496990
RUN-004448,2026-04-04,Daily Incident Intake,daily,Safety Logic,LOC-1063,West,Uniform Rental,standard,7,1.28,True,312,0.9931,0,2,2026-04-04T09:16:34.092111328
RUN-004449,2026-04-04,Daily Incident Intake,daily,Safety Logic,LOC-1070,West,Facility Services,high_touch,7,3.76,True,251,0.9585,1,9,2026-04-04T11:45:36.935082609
RUN-004450,2026-04-04,Daily Incident Intake,daily,Safety Logic,LOC-1034,Northeast,Facility Services,standard,7,3.89,True,283,0.9513,1,0,2026-04-04T11:53:06.718804189
RUN-004451,2026-04-04,Daily Incident Intake,daily,Safety Logic,LOC-1055,South Central,Fire Protection,standard,7,4.41,True,264,0.9811,1,0,2026-04-04T12:24:44.277481284
RUN-004452,2026-04-04,Daily Incident Intake,daily,Safety Logic,LOC-1016,Midwest,First Aid & Safety,standard,7,6.12,True,338,0.999,4,3,2026-04-04T14:07:28.983196221
RUN-004453,2026-04-04,Daily Incident Intake,daily,Safety Logic,LOC-1066,West,First Aid & Safety,high_touch,7,9.21,False,379,0.9652,7,11,2026-04-04T17:12:28.491666314
RUN-004454,2026-04-04,Daily Incident Intake,daily,Safety Logic,LOC-1007,Great Lakes,Fire Protection,high_touch,7,4.7,True,147,0.9482,2,6,2026-04-04T12:41:52.689607892
RUN-004455,2026-04-04,Daily Incident Intake,daily,Safety Logic,LOC-1048,Southeast,Facility Services,high_touch,7,3.73,True,294,0.9657,3,2,2026-04-04T11:43:53.370748833
RUN-004456,2026-04-04,Daily Incident Intake,daily,Safety Logic,LOC-1056,South Central,Fire Protection,standard,7,1.43,True,371,0.999,5,3,2026-04-04T09:25:51.007403532
RUN-004457,2026-04-04,Daily Incident Intake,daily,Safety Logic,LOC-1041,Southeast,First Aid & Safety,high_touch,7,2.54,True,150,0.9797,1,5,2026-04-04T10:32:10.168751457
RUN-004458,2026-04-04,Daily Incident Intake,daily,Safety Logic,LOC-1061,West,Uniform Rental,high_touch,7,4.2,True,409,0.9641,2,6,2026-04-04T12:11:58.842933205
RUN-004459,2026-04-04,Daily Incident Intake,daily,Safety Logic,LOC-1011,Great Lakes,Facility Services,high_touch,7,7.36,False,351,0.9363,2,4,2026-04-04T15:21:49.562674812
RUN-004460,2026-04-04,Daily Incident Intake,daily,Safety Logic,LOC-1001,Great Lakes,Uniform Rental,high_touch,7,4.21,True,285,0.9745,2,1,2026-04-04T12:12:25.174135809
RUN-004461,2026-04-04,Daily Incident Intake,daily,Safety Logic,LOC-1033,Northeast,Fire Protection,high_touch,7,4.14,True,409,0.9601,4,2,2026-04-04T12:08:17.421688738
RUN-004462,2026-04-04,Daily Incident Intake,daily,Safety Logic,LOC-1040,Southeast,First Aid & Safety,high_touch,7,3.58,True,136,0.9817,1,3,2026-04-04T11:35:05.670843851
RUN-004463,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1044,Southeast,Fire Protection,high_touch,7,6.15,True,174,0.9599,2,3,2026-04-05T14:09:05.997675623
RUN-004464,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1039,Southeast,Uniform Rental,high_touch,7,3.59,True,181,0.9686,2,6,2026-04-05T11:35:10.883466530
RUN-004465,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1046,Southeast,Facility Services,high_touch,7,3.79,True,131,0.9488,0,3,2026-04-05T11:47:30.035687665
RUN-004466,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1064,West,First Aid & Safety,high_touch,7,5.91,True,395,0.9479,3,6,2026-04-05T13:54:42.560867796
RUN-004467,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1041,Southeast,First Aid & Safety,high_touch,7,2.69,True,343,0.9511,0,1,2026-04-05T10:41:36.108560630
RUN-004468,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1054,South Central,First Aid & Safety,standard,7,2.74,True,164,0.9601,1,3,2026-04-05T10:44:26.054401214
RUN-004469,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1030,Northeast,First Aid & Safety,high_touch,7,3.93,True,382,0.9684,3,4,2026-04-05T11:55:34.568165083
RUN-004470,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1072,West,Facility Services,standard,7,1.64,True,248,0.999,1,1,2026-04-05T09:38:07.823435484
RUN-004471,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1019,Midwest,Fire Protection,standard,7,1.18,True,94,0.9514,2,2,2026-04-05T09:10:46.458193221
RUN-004472,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1009,Great Lakes,Fire Protection,high_touch,7,4.33,True,110,0.9456,5,5,2026-04-05T12:19:54.698670425
RUN-004473,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1031,Northeast,Fire Protection,standard,7,4.41,True,410,0.9746,3,3,2026-04-05T12:24:42.858579843
RUN-004474,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1050,South Central,Uniform Rental,standard,7,5.46,True,177,0.9929,2,2,2026-04-05T13:27:43.275428671
RUN-004475,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1023,Midwest,Facility Services,standard,7,3.59,True,364,0.947,0,2,2026-04-05T11:35:15.016544533
RUN-004476,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1057,South Central,Fire Protection,standard,7,6.14,True,268,0.9726,2,3,2026-04-05T14:08:32.670178123
RUN-004477,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1033,Northeast,Fire Protection,high_touch,7,4.49,True,274,0.9627,1,4,2026-04-05T12:29:12.905540878
RUN-004478,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1021,Midwest,Fire Protection,standard,7,0.15,True,132,0.9663,2,2,2026-04-05T08:09:14.280319173
RUN-004479,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1052,South Central,First Aid & Safety,standard,7,3.89,True,402,0.9727,1,2,2026-04-05T11:53:31.587343324
RUN-004480,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1011,Great Lakes,Facility Services,high_touch,7,4.63,True,159,0.9606,0,4,2026-04-05T12:37:44.265358710
RUN-004481,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1016,Midwest,First Aid & Safety,standard,7,4.14,True,133,0.98,3,0,2026-04-05T12:08:29.455823852
RUN-004482,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1059,South Central,Facility Services,standard,7,3.04,True,262,0.9758,2,2,2026-04-05T11:02:28.285193290
RUN-004483,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1066,West,First Aid & Safety,high_touch,7,4.62,True,186,0.9659,2,4,2026-04-05T12:37:00.366825746
RUN-004484,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1026,Northeast,Uniform Rental,standard,7,5.68,True,218,0.9843,2,2,2026-04-05T13:40:56.431788532
RUN-004485,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1014,Midwest,Uniform Rental,high_touch,7,4.27,True,319,0.9715,1,2,2026-04-05T12:16:29.375805280
RUN-004486,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1022,Midwest,Facility Services,high_touch,7,0.27,True,363,0.957,4,4,2026-04-05T08:16:11.592257772
RUN-004487,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1060,South Central,Facility Services,standard,7,5.26,True,215,0.9687,3,1,2026-04-05T13:15:43.419733713
RUN-004488,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1056,South Central,Fire Protection,standard,7,3.9,True,405,0.9537,2,4,2026-04-05T11:54:09.945899558
RUN-004489,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1037,Southeast,Uniform Rental,high_touch,7,7.6,False,296,0.9556,2,4,2026-04-05T15:35:59.277268300
RUN-004490,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1018,Midwest,First Aid & Safety,high_touch,7,4.46,True,146,0.9727,3,2,2026-04-05T12:27:24.909144309
RUN-004491,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1045,Southeast,Fire Protection,high_touch,7,4.34,True,129,0.9515,3,1,2026-04-05T12:20:31.272284246
RUN-004492,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1040,Southeast,First Aid & Safety,high_touch,7,0.99,True,275,0.9636,3,2,2026-04-05T08:59:13.232781994
RUN-004493,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1071,West,Facility Services,standard,7,2.76,True,336,0.9608,4,3,2026-04-05T10:45:41.198424815
RUN-004494,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1007,Great Lakes,Fire Protection,high_touch,7,6.76,True,318,0.9324,0,4,2026-04-05T14:45:48.094077919
RUN-004495,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1017,Midwest,First Aid & Safety,standard,7,1.38,True,125,0.946,0,1,2026-04-05T09:22:51.759143811
RUN-004496,2026-04-05,Daily Incident Intake,daily,Safety Logic,LOC-1065,West,First Aid & Safety,standard,7,1.71,True,116,0.9585,1,2,2026-04-05T09:42:35.859045061
RUN-004497,2026-04-05,Monthly Field Safety Scorecard,monthly,Safety Logic,LOC-1061,West,Uniform Rental,high_touch,5,2.16,True,182,0.9704,1,3,2026-04-05T10:09:33.236103262
RUN-004498,2026-04-05,Monthly Field Safety Scorecard,monthly,Safety Logic,LOC-1068,West,Fire Protection,high_touch,5,4.09,True,177,0.9517,0,10,2026-04-05T12:05:20.034477002
RUN-004499,2026-04-05,Monthly Field Safety Scorecard,monthly,Safety Logic,LOC-1034,Northeast,Facility Services,standard,5,3.8,True,365,0.9738,1,2,2026-04-05T11:48:08.621689864
RUN-004500,2026-04-05,Monthly Field Safety Scorecard,monthly,Safety Logic,LOC-1012,Great Lakes,Facility Services,high_touch,5,6.91,False,195,0.9529,1,4,2026-04-05T14:54:24.918423731
RUN-004501,2026-04-05,Monthly Field Safety Scorecard,monthly,Safety Logic,LOC-1055,South Central,Fire Protection,standard,5,1.72,True,296,0.9729,0,2,2026-04-05T09:43:19.614317792
RUN-004502,2026-04-05,Monthly Field Safety Scorecard,monthly,Safety Logic,LOC-1002,Great Lakes,Uniform Rental,high_touch,5,3.01,True,245,0.9894,1,3,2026-04-05T11:00:43.522965038
RUN-004503,2026-04-05,Monthly Field Safety Scorecard,monthly,Safety Logic,LOC-1066,West,First Aid & Safety,high_touch,5,4.15,True,245,0.9294,0,0,2026-04-05T12:08:57.827635525
RUN-004504,2026-04-05,Monthly Field Safety Scorecard,monthly,Safety Logic,LOC-1024,Midwest,Facility Services,standard,5,3.66,True,402,0.9669,5,3,2026-04-05T11:39:50.853010602
RUN-004505,2026-04-05,Monthly Field Safety Scorecard,monthly,Safety Logic,LOC-1011,Great Lakes,Facility Services,high_touch,5,3.6,True,326,0.9901,1,2,2026-04-05T11:35:55.546096046
RUN-004506,2026-04-05,Monthly Field Safety Scorecard,monthly,Safety Logic,LOC-1015,Midwest,Uniform Rental,high_touch,5,3.41,True,96,0.9506,3,5,2026-04-05T11:24:27.927028248
RUN-004507,2026-04-05,Monthly Field Safety Scorecard,monthly,Safety Logic,LOC-1022,Midwest,Facility Services,high_touch,5,4.69,True,260,0.9467,2,4,2026-04-05T12:41:41.132991215
RUN-004508,2026-04-05,Monthly Field Safety Scorecard,monthly,Safety Logic,LOC-1040,Southeast,First Aid & Safety,high_touch,5,3.62,True,118,0.919,3,5,2026-04-05T11:37:02.458481819
RUN-004509,2026-04-05,Monthly Field Safety Scorecard,monthly,Safety Logic,LOC-1044,Southeast,Fire Protection,high_touch,5,3.52,True,356,0.9431,1,3,2026-04-05T11:31:13.492378246
RUN-004510,2026-04-05,Monthly Field Safety Scorecard,monthly,Safety Logic,LOC-1063,West,Uniform Rental,standard,5,3.38,True,299,0.949,2,0,2026-04-05T11:23:02.419970224
RUN-004511,2026-04-05,Monthly Field Safety Scorecard,monthly,Safety Logic,LOC-1014,Midwest,Uniform Rental,high_touch,5,6.24,False,370,0.9635,2,1,2026-04-05T14:14:40.854261275
RUN-004512,2026-04-05,Monthly Field Safety Scorecard,monthly,Safety Logic,LOC-1070,West,Facility Services,high_touch,5,1.99,True,284,0.9606,0,5,2026-04-05T09:59:26.537435974
RUN-004513,2026-04-05,Monthly Field Safety Scorecard,monthly,Safety Logic,LOC-1071,West,Facility Services,standard,5,6.62,False,275,0.9774,2,2,2026-04-05T14:36:56.426679034
RUN-004514,2026-04-05,Monthly Field Safety Scorecard,monthly,Safety Logic,LOC-1043,Southeast,Fire Protection,high_touch,5,4.12,True,137,0.942,1,2,2026-04-05T12:07:12.647193892
RUN-004515,2026-04-05,Monthly Field Safety Scorecard,monthly,Safety Logic,LOC-1037,Southeast,Uniform Rental,high_touch,5,2.91,True,263,0.9311,2,3,2026-04-05T10:54:20.118144295
RUN-004516,2026-04-05,Monthly Field Safety Scorecard,monthly,Safety Logic,LOC-1018,Midwest,First Aid & Safety,high_touch,5,7.21,False,90,0.9461,0,0,2026-04-05T15:12:50.539079905
RUN-004517,2026-04-05,Monthly Field Safety Scorecard,monthly,Safety Logic,LOC-1048,Southeast,Facility Services,high_touch,5,6.27,False,364,0.9446,2,1,2026-04-05T14:16:13.113675827
RUN-004518,2026-04-05,Monthly Field Safety Scorecard,monthly,Safety Logic,LOC-1058,South Central,Facility Services,standard,5,1.79,True,181,0.9809,1,2,2026-04-05T09:47:33.342096663
RUN-004519,2026-04-05,Monthly Field Safety Scorecard,monthly,Safety Logic,LOC-1027,Northeast,Uniform Rental,standard,5,2.06,True,296,0.967,2,3,2026-04-05T10:03:52.107624030
RUN-004520,2026-04-05,Monthly Field Safety Scorecard,monthly,Safety Logic,LOC-1056,South Central,Fire Protection,standard,5,2.84,True,112,0.9738,2,2,2026-04-05T10:50:22.930264221
RUN-004521,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1002,Great Lakes,Uniform Rental,high_touch,6,2.2,True,185,0.9673,2,0,2026-04-05T10:11:42.964829180
RUN-004522,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1044,Southeast,Fire Protection,high_touch,6,6.21,False,295,0.9315,1,5,2026-04-05T14:12:25.185137267
RUN-004523,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1008,Great Lakes,Fire Protection,high_touch,6,2.91,True,216,0.9468,0,1,2026-04-05T10:54:24.894484013
RUN-004524,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1032,Northeast,Fire Protection,high_touch,6,6.39,False,344,0.9547,0,2,2026-04-05T14:23:41.626273765
RUN-004525,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1057,South Central,Fire Protection,standard,6,7.63,False,219,0.9322,0,1,2026-04-05T15:37:56.730385543
RUN-004526,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1051,South Central,Uniform Rental,standard,6,4.04,True,160,0.9418,0,0,2026-04-05T12:02:10.428596259
RUN-004527,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1022,Midwest,Facility Services,high_touch,6,5.82,True,193,0.913,0,4,2026-04-05T13:49:25.989421341
RUN-004528,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1004,Great Lakes,First Aid & Safety,high_touch,6,5.45,True,392,0.9663,2,5,2026-04-05T13:27:14.916243529
RUN-004529,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1028,Northeast,First Aid & Safety,high_touch,6,2.76,True,358,0.9652,0,3,2026-04-05T10:45:51.931067441
RUN-004530,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1033,Northeast,Fire Protection,high_touch,6,4.97,True,319,0.9542,2,2,2026-04-05T12:58:29.850795715
RUN-004531,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1050,South Central,Uniform Rental,standard,6,5.63,True,320,0.9613,0,3,2026-04-05T13:38:05.652269337
RUN-004532,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1054,South Central,First Aid & Safety,standard,6,5.61,True,303,0.9636,2,3,2026-04-05T13:36:18.318307938
RUN-004533,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1029,Northeast,First Aid & Safety,standard,6,3.36,True,406,0.9613,0,3,2026-04-05T11:21:41.598935596
RUN-004534,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1063,West,Uniform Rental,standard,6,2.31,True,115,0.9098,0,4,2026-04-05T10:18:48.784508105
RUN-004535,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1020,Midwest,Fire Protection,standard,6,3.64,True,365,0.9267,0,3,2026-04-05T11:38:34.403051121
RUN-004536,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1036,Northeast,Facility Services,standard,6,3.56,True,212,0.9942,0,5,2026-04-05T11:33:31.800720829
RUN-004537,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1011,Great Lakes,Facility Services,high_touch,6,5.11,True,166,0.9405,1,3,2026-04-05T13:06:31.561874643
RUN-004538,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1045,Southeast,Fire Protection,high_touch,6,6.31,False,155,0.9645,0,9,2026-04-05T14:18:31.219871180
RUN-004539,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1042,Southeast,First Aid & Safety,high_touch,6,7.53,False,274,0.9622,2,4,2026-04-05T15:31:49.656217593
RUN-004540,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1069,West,Fire Protection,standard,6,3.99,True,230,0.9445,0,0,2026-04-05T11:59:41.465566095
RUN-004541,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1030,Northeast,First Aid & Safety,high_touch,6,4.53,True,205,0.9145,0,7,2026-04-05T12:31:48.579294688
RUN-004542,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1047,Southeast,Facility Services,high_touch,6,8.55,False,386,0.9535,0,7,2026-04-05T16:33:13.901131986
RUN-004543,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1003,Great Lakes,Uniform Rental,high_touch,6,5.43,True,395,0.9556,0,5,2026-04-05T13:26:04.755174858
RUN-004544,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1040,Southeast,First Aid & Safety,high_touch,6,7.74,False,241,0.9213,1,1,2026-04-05T15:44:30.634242397
RUN-004545,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1067,West,Fire Protection,high_touch,6,5.86,True,238,0.9471,0,3,2026-04-05T13:51:24.930243622
RUN-004546,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1016,Midwest,First Aid & Safety,standard,6,7.38,False,385,0.9483,1,6,2026-04-05T15:23:03.205356229
RUN-004547,2026-04-05,Vendor Credential Audit,monthly,Browz,LOC-1019,Midwest,Fire Protection,standard,6,4.57,True,359,0.9579,0,0,2026-04-05T12:33:57.281507703
RUN-004548,2026-04-06,Daily Incident Intake,daily,Safety Logic,LOC-1058,South Central,Facility Services,standard,7,2.36,True,133,0.9887,3,0,2026-04-06T10:21:38.146161800
RUN-004549,2026-04-06,Daily Incident Intake,daily,Safety Logic,LOC-1026,Northeast,Uniform Rental,standard,7,2.92,True,285,0.9711,1,2,2026-04-06T10:54:56.621916982
RUN-004550,2026-04-06,Daily Incident Intake,daily,Safety Logic,LOC-1012,Great Lakes,Facility Services,high_touch,7,4.25,True,362,0.9828,2,1,2026-04-06T12:15:11.050636864
RUN-004551,2026-04-06,Daily Incident Intake,daily,Safety Logic,LOC-1068,West,Fire Protection,high_touch,7,5.49,True,360,0.947,2,1,2026-04-06T13:29:13.724204940
RUN-004552,2026-04-06,Daily Incident Intake,daily,Safety Logic,LOC-1009,Great Lakes,Fire Protection,high_touch,7,6.32,True,255,0.9544,0,10,2026-04-06T14:19:22.028285744
RUN-004553,2026-04-06,Daily Incident Intake,daily,Safety Logic,LOC-1043,Southeast,Fire Protection,high_touch,7,3.41,True,99,0.999,0,5,2026-04-06T11:24:29.454311557
RUN-004554,2026-04-06,Daily Incident Intake,daily,Safety Logic,LOC-1025,Northeast,Uniform Rental,standard,7,3.32,True,351,0.9863,1,2,2026-04-06T11:19:14.953398567
RUN-004555,2026-04-06,Daily Incident Intake,daily,Safety Logic,LOC-1060,South Central,Facility Services,standard,7,2.38,True,220,0.9808,2,3,2026-04-06T10:23:02.454024352
RUN-004556,2026-04-06,Daily Incident Intake,daily,Safety Logic,LOC-1066,West,First Aid & Safety,high_touch,7,4.02,True,351,0.9976,1,4,2026-04-06T12:01:20.859549688
RUN-004557,2026-04-06,Daily Incident Intake,daily,Safety Logic,LOC-1002,Great Lakes,Uniform Rental,high_touch,7,4.75,True,300,0.9753,1,1,2026-04-06T12:45:04.656321935
RUN-004558,2026-04-06,Daily Incident Intake,daily,Safety Logic,LOC-1038,Southeast,Uniform Rental,high_touch,7,7.19,False,374,0.9792,2,3,2026-04-06T15:11:31.774138520
RUN-004559,2026-04-06,Daily Incident Intake,daily,Safety Logic,LOC-1032,Northeast,Fire Protection,high_touch,7,2.39,True,105,0.985,1,5,2026-04-06T10:23:11.226397679
RUN-004560,2026-04-06,Daily Incident Intake,daily,Safety Logic,LOC-1065,West,First Aid & Safety,standard,7,3.66,True,122,0.9502,1,8,2026-04-06T11:39:44.193925415
RUN-004561,2026-04-06,Daily Incident Intake,daily,Safety Logic,LOC-1041,Southeast,First Aid & Safety,high_touch,7,3.04,True,358,0.9663,2,4,2026-04-06T11:02:08.395059132
RUN-004562,2026-04-06,Daily Incident Intake,daily,Safety Logic,LOC-1044,Southeast,Fire Protection,high_touch,7,5.05,True,341,0.9738,5,5,2026-04-06T13:03:06.629231859
RUN-004563,2026-04-06,Daily Incident Intake,daily,Safety Logic,LOC-1019,Midwest,Fire Protection,standard,7,1.28,True,230,0.9736,1,4,2026-04-06T09:16:41.115645935
RUN-004564,2026-04-06,Daily Incident Intake,daily,Safety Logic,LOC-1034,Northeast,Facility Services,standard,7,1.67,True,202,0.955,1,2,2026-04-06T09:39:54.435623455
RUN-004565,2026-04-06,Daily Incident Intake,daily,Safety Logic,LOC-1048,Southeast,Facility Services,high_touch,7,4.21,True,224,0.9536,1,8,2026-04-06T12:12:48.586950968
RUN-004566,2026-04-06,Daily Incident Intake,daily,Safety Logic,LOC-1067,West,Fire Protection,high_touch,7,6.39,True,334,0.9645,4,6,2026-04-06T14:23:19.628103112
RUN-004567,2026-04-06,Weekly Exception Review,weekly,Safety Logic,LOC-1062,West,Uniform Rental,standard,3,0.69,True,307,0.9805,1,4,2026-04-06T08:41:41.213516470
RUN-004568,2026-04-06,Weekly Exception Review,weekly,Safety Logic,LOC-1018,Midwest,First Aid & Safety,high_touch,3,4.26,False,210,0.9792,1,3,2026-04-06T12:15:39.248047488
RUN-004569,2026-04-06,Weekly Exception Review,weekly,Safety Logic,LOC-1058,South Central,Facility Services,standard,3,0.96,True,172,0.9895,2,1,2026-04-06T08:57:49.238750674
RUN-004570,2026-04-06,Weekly Exception Review,weekly,Safety Logic,LOC-1044,Southeast,Fire Protection,high_touch,3,3.05,False,221,0.9597,1,2,2026-04-06T11:03:16.934235155
RUN-004571,2026-04-06,Weekly Exception Review,weekly,Safety Logic,LOC-1068,West,Fire Protection,high_touch,3,3.64,False,299,0.9914,2,3,2026-04-06T11:38:21.877421873
RUN-004572,2026-04-06,Weekly Exception Review,weekly,Safety Logic,LOC-1072,West,Facility Services,standard,3,3.6,False,143,0.9708,1,4,2026-04-06T11:35:47.354341533
RUN-004573,2026-04-06,Weekly Exception Review,weekly,Safety Logic,LOC-1006,Great Lakes,First Aid & Safety,high_touch,3,3.56,False,147,0.9691,1,3,2026-04-06T11:33:48.595894241
