exception_id,run_id,run_date,report_name,source_system,location_id,region,division,exception_type,severity,owner_group,age_days,status,resolution_hours,requires_field_followup
EXC-002297,RUN-004760,2026-04-09,Daily Incident Intake,Safety Logic,LOC-1035,Northeast,Facility Services,missing_location_id,low,Corporate Safety,4,closed,32.9,False
EXC-002298,RUN-004762,2026-04-09,Daily Incident Intake,Safety Logic,LOC-1001,Great Lakes,Uniform Rental,duplicate_incident_key,critical,Field Safety Lead,14,open,,False
EXC-002299,RUN-004772,2026-04-09,Daily Incident Intake,Safety Logic,LOC-1052,South Central,First Aid & Safety,missing_location_id,medium,Data Steward,7,closed,61.6,False
EXC-002300,RUN-004780,2026-04-10,Daily Incident Intake,Safety Logic,LOC-1062,West,Uniform Rental,rollout_training_gap,low,Vendor Coordinator,2,open,,True
EXC-002301,RUN-004782,2026-04-10,Daily Incident Intake,Safety Logic,LOC-1012,Great Lakes,Facility Services,open_corrective_action,low,Field Safety Lead,4,open,,True
EXC-002302,RUN-004783,2026-04-10,Daily Incident Intake,Safety Logic,LOC-1040,Southeast,First Aid & Safety,missing_completion_date,low,Corporate Safety,8,closed,83.3,False
EXC-002303,RUN-004784,2026-04-10,Daily Incident Intake,Safety Logic,LOC-1021,Midwest,Fire Protection,unmapped_employee_partner,high,Vendor Coordinator,8,closed,84.7,True
EXC-002304,RUN-004784,2026-04-10,Daily Incident Intake,Safety Logic,LOC-1021,Midwest,Fire Protection,missing_completion_date,high,Vendor Coordinator,7,closed,77.6,False
EXC-002305,RUN-004785,2026-04-10,Daily Incident Intake,Safety Logic,LOC-1050,South Central,Uniform Rental,open_corrective_action,medium,Field Safety Lead,1,closed,28.3,True
EXC-002306,RUN-004787,2026-04-10,Daily Incident Intake,Safety Logic,LOC-1066,West,First Aid & Safety,missing_completion_date,medium,Vendor Coordinator,1,closed,45.3,False
EXC-002307,RUN-004793,2026-04-10,Daily Incident Intake,Safety Logic,LOC-1045,Southeast,Fire Protection,duplicate_incident_key,medium,Field Safety Lead,7,closed,71.1,False
EXC-002308,RUN-004794,2026-04-10,Daily Incident Intake,Safety Logic,LOC-1015,Midwest,Uniform Rental,late_source_extract,medium,Data Steward,4,closed,23.6,False
EXC-002309,RUN-004798,2026-04-11,Daily Incident Intake,Safety Logic,LOC-1019,Midwest,Fire Protection,open_corrective_action,low,Data Steward,2,open,,True
EXC-002310,RUN-004799,2026-04-11,Daily Incident Intake,Safety Logic,LOC-1015,Midwest,Uniform Rental,missing_location_id,medium,Field Safety Lead,8,closed,71.9,False
EXC-002311,RUN-004802,2026-04-11,Daily Incident Intake,Safety Logic,LOC-1013,Midwest,Uniform Rental,missing_location_id,high,Data Steward,8,open,,False
EXC-002312,RUN-004807,2026-04-11,Daily Incident Intake,Safety Logic,LOC-1041,Southeast,First Aid & Safety,unmapped_employee_partner,high,Vendor Coordinator,6,closed,58.8,True
EXC-002313,RUN-004808,2026-04-11,Daily Incident Intake,Safety Logic,LOC-1029,Northeast,First Aid & Safety,missing_location_id,critical,Field Safety Lead,6,closed,58.0,False
EXC-002314,RUN-004808,2026-04-11,Daily Incident Intake,Safety Logic,LOC-1029,Northeast,First Aid & Safety,open_corrective_action,high,Data Steward,15,open,,True
EXC-002315,RUN-004809,2026-04-11,Daily Incident Intake,Safety Logic,LOC-1043,Southeast,Fire Protection,late_source_extract,critical,Field Safety Lead,6,closed,68.2,False
EXC-002316,RUN-004809,2026-04-11,Daily Incident Intake,Safety Logic,LOC-1043,Southeast,Fire Protection,missing_location_id,medium,Data Steward,14,open,,False
EXC-002317,RUN-004813,2026-04-12,Daily Incident Intake,Safety Logic,LOC-1024,Midwest,Facility Services,duplicate_incident_key,low,Data Steward,5,open,,False
EXC-002318,RUN-004814,2026-04-12,Daily Incident Intake,Safety Logic,LOC-1066,West,First Aid & Safety,missing_completion_date,medium,Data Steward,2,closed,29.8,False
EXC-002319,RUN-004816,2026-04-12,Daily Incident Intake,Safety Logic,LOC-1065,West,First Aid & Safety,late_source_extract,medium,Field Safety Lead,2,closed,37.6,False
EXC-002320,RUN-004818,2026-04-12,Daily Incident Intake,Safety Logic,LOC-1028,Northeast,First Aid & Safety,duplicate_incident_key,medium,Corporate Safety,2,open,,False
EXC-002321,RUN-004823,2026-04-12,Daily Incident Intake,Safety Logic,LOC-1010,Great Lakes,Facility Services,invalid_vendor_credential,medium,Corporate Safety,6,closed,53.8,False
EXC-002322,RUN-004828,2026-04-12,Daily Incident Intake,Safety Logic,LOC-1042,Southeast,First Aid & Safety,duplicate_incident_key,low,Data Steward,6,open,,False
EXC-002323,RUN-004834,2026-04-13,Daily Incident Intake,Safety Logic,LOC-1035,Northeast,Facility Services,duplicate_incident_key,low,Field Safety Lead,6,closed,78.3,False
EXC-002324,RUN-004835,2026-04-13,Daily Incident Intake,Safety Logic,LOC-1019,Midwest,Fire Protection,unmapped_employee_partner,medium,Field Safety Lead,3,closed,42.9,True
EXC-002325,RUN-004836,2026-04-13,Daily Incident Intake,Safety Logic,LOC-1055,South Central,Fire Protection,open_corrective_action,low,Vendor Coordinator,8,open,,True
EXC-002326,RUN-004837,2026-04-13,Daily Incident Intake,Safety Logic,LOC-1045,Southeast,Fire Protection,rollout_training_gap,critical,Field Safety Lead,9,closed,74.7,True
EXC-002327,RUN-004838,2026-04-13,Daily Incident Intake,Safety Logic,LOC-1061,West,Uniform Rental,missing_location_id,low,Vendor Coordinator,5,closed,72.0,False
EXC-002328,RUN-004839,2026-04-13,Daily Incident Intake,Safety Logic,LOC-1009,Great Lakes,Fire Protection,duplicate_incident_key,medium,Corporate Safety,1,closed,33.4,False
EXC-002329,RUN-004841,2026-04-13,Daily Incident Intake,Safety Logic,LOC-1042,Southeast,First Aid & Safety,duplicate_incident_key,medium,Vendor Coordinator,2,closed,44.2,False
EXC-002330,RUN-004844,2026-04-13,Daily Incident Intake,Safety Logic,LOC-1003,Great Lakes,Uniform Rental,open_corrective_action,low,Field Safety Lead,4,open,,True
EXC-002331,RUN-004847,2026-04-13,Daily Incident Intake,Safety Logic,LOC-1041,Southeast,First Aid & Safety,missing_completion_date,high,Data Steward,6,closed,72.8,False
EXC-002332,RUN-004850,2026-04-13,Daily Incident Intake,Safety Logic,LOC-1029,Northeast,First Aid & Safety,unmapped_employee_partner,medium,Data Steward,0,open,,True
EXC-002333,RUN-004850,2026-04-13,Daily Incident Intake,Safety Logic,LOC-1029,Northeast,First Aid & Safety,duplicate_incident_key,high,Data Steward,7,closed,54.0,False
EXC-002334,RUN-004852,2026-04-13,Daily Incident Intake,Safety Logic,LOC-1039,Southeast,Uniform Rental,missing_completion_date,medium,Vendor Coordinator,4,closed,57.6,False
EXC-002335,RUN-004855,2026-04-13,Daily Incident Intake,Safety Logic,LOC-1034,Northeast,Facility Services,invalid_vendor_credential,high,Corporate Safety,10,closed,88.4,False
EXC-002336,RUN-004861,2026-04-13,Daily Incident Intake,Safety Logic,LOC-1032,Northeast,Fire Protection,invalid_vendor_credential,high,Data Steward,11,closed,100.6,False
EXC-002337,RUN-004861,2026-04-13,Daily Incident Intake,Safety Logic,LOC-1032,Northeast,Fire Protection,late_source_extract,medium,Vendor Coordinator,2,closed,42.7,False
EXC-002338,RUN-004865,2026-04-13,Weekly Exception Review,Safety Logic,LOC-1035,Northeast,Facility Services,rollout_training_gap,medium,Corporate Safety,6,open,,True
EXC-002339,RUN-004865,2026-04-13,Weekly Exception Review,Safety Logic,LOC-1035,Northeast,Facility Services,missing_completion_date,high,Data Steward,6,closed,60.0,False
EXC-002340,RUN-004866,2026-04-13,Weekly Exception Review,Safety Logic,LOC-1011,Great Lakes,Facility Services,late_source_extract,critical,Field Safety Lead,9,open,,False
EXC-002341,RUN-004867,2026-04-13,Weekly Exception Review,Safety Logic,LOC-1028,Northeast,First Aid & Safety,invalid_vendor_credential,high,Corporate Safety,11,closed,104.3,False
EXC-002342,RUN-004874,2026-04-13,Weekly Exception Review,Safety Logic,LOC-1012,Great Lakes,Facility Services,missing_completion_date,medium,Corporate Safety,12,closed,95.3,False
EXC-002343,RUN-004875,2026-04-13,Weekly Exception Review,Safety Logic,LOC-1010,Great Lakes,Facility Services,invalid_vendor_credential,medium,Vendor Coordinator,4,closed,47.7,False
EXC-002344,RUN-004877,2026-04-13,Weekly Exception Review,Safety Logic,LOC-1001,Great Lakes,Uniform Rental,duplicate_incident_key,high,Data Steward,13,open,,False
EXC-002345,RUN-004881,2026-04-13,Weekly Exception Review,Safety Logic,LOC-1055,South Central,Fire Protection,unmapped_employee_partner,medium,Field Safety Lead,5,closed,56.2,True
EXC-002346,RUN-004882,2026-04-13,Weekly Exception Review,Safety Logic,LOC-1018,Midwest,First Aid & Safety,rollout_training_gap,low,Corporate Safety,2,open,,True
EXC-002347,RUN-004884,2026-04-13,Weekly Exception Review,Safety Logic,LOC-1042,Southeast,First Aid & Safety,invalid_vendor_credential,medium,Data Steward,7,closed,56.1,False
EXC-002348,RUN-004885,2026-04-13,Weekly Exception Review,Safety Logic,LOC-1021,Midwest,Fire Protection,invalid_vendor_credential,medium,Corporate Safety,1,closed,26.8,False
EXC-002349,RUN-004887,2026-04-13,Weekly Exception Review,Safety Logic,LOC-1039,Southeast,Uniform Rental,missing_location_id,low,Field Safety Lead,3,open,,False
EXC-002350,RUN-004888,2026-04-13,Weekly Exception Review,Safety Logic,LOC-1066,West,First Aid & Safety,unmapped_employee_partner,medium,Field Safety Lead,1,closed,56.8,True
EXC-002351,RUN-004889,2026-04-13,Weekly Exception Review,Safety Logic,LOC-1040,Southeast,First Aid & Safety,rollout_training_gap,medium,Corporate Safety,13,closed,119.1,True
EXC-002352,RUN-004889,2026-04-13,Weekly Exception Review,Safety Logic,LOC-1040,Southeast,First Aid & Safety,duplicate_incident_key,medium,Corporate Safety,8,open,,False
EXC-002353,RUN-004889,2026-04-13,Weekly Exception Review,Safety Logic,LOC-1040,Southeast,First Aid & Safety,missing_location_id,medium,Field Safety Lead,9,open,,False
EXC-002354,RUN-004889,2026-04-13,Weekly Exception Review,Safety Logic,LOC-1040,Southeast,First Aid & Safety,missing_completion_date,high,Vendor Coordinator,7,closed,85.4,False
EXC-002355,RUN-004893,2026-04-13,Weekly Exception Review,Safety Logic,LOC-1045,Southeast,Fire Protection,unmapped_employee_partner,low,Corporate Safety,3,closed,57.2,True
EXC-002356,RUN-004895,2026-04-13,Weekly Exception Review,Safety Logic,LOC-1009,Great Lakes,Fire Protection,open_corrective_action,high,Data Steward,5,closed,61.1,True
EXC-002357,RUN-004896,2026-04-13,Contractor Compliance Snapshot,ISN,LOC-1022,Midwest,Facility Services,open_corrective_action,medium,Field Safety Lead,8,open,,True
EXC-002358,RUN-004898,2026-04-13,Contractor Compliance Snapshot,ISN,LOC-1066,West,First Aid & Safety,late_source_extract,low,Vendor Coordinator,4,closed,27.9,False
EXC-002359,RUN-004898,2026-04-13,Contractor Compliance Snapshot,ISN,LOC-1066,West,First Aid & Safety,duplicate_incident_key,low,Data Steward,3,open,,False
EXC-002360,RUN-004903,2026-04-13,Contractor Compliance Snapshot,ISN,LOC-1042,Southeast,First Aid & Safety,missing_completion_date,low,Field Safety Lead,3,closed,53.7,False
EXC-002361,RUN-004911,2026-04-13,Contractor Compliance Snapshot,ISN,LOC-1016,Midwest,First Aid & Safety,rollout_training_gap,medium,Field Safety Lead,3,open,,True
EXC-002362,RUN-004912,2026-04-13,Contractor Compliance Snapshot,ISN,LOC-1023,Midwest,Facility Services,rollout_training_gap,medium,Field Safety Lead,7,closed,71.9,True
EXC-002363,RUN-004917,2026-04-13,Contractor Compliance Snapshot,ISN,LOC-1024,Midwest,Facility Services,open_corrective_action,low,Vendor Coordinator,13,closed,116.0,True
EXC-002364,RUN-004918,2026-04-13,Contractor Compliance Snapshot,ISN,LOC-1041,Southeast,First Aid & Safety,unmapped_employee_partner,medium,Data Steward,11,closed,93.3,True
EXC-002365,RUN-004918,2026-04-13,Contractor Compliance Snapshot,ISN,LOC-1041,Southeast,First Aid & Safety,missing_location_id,low,Corporate Safety,3,closed,52.4,False
EXC-002366,RUN-004920,2026-04-13,Contractor Compliance Snapshot,ISN,LOC-1049,South Central,Uniform Rental,missing_completion_date,low,Vendor Coordinator,1,closed,22.3,False
EXC-002367,RUN-004920,2026-04-13,Contractor Compliance Snapshot,ISN,LOC-1049,South Central,Uniform Rental,duplicate_incident_key,medium,Corporate Safety,2,closed,45.5,False
EXC-002368,RUN-004921,2026-04-13,Contractor Compliance Snapshot,ISN,LOC-1007,Great Lakes,Fire Protection,rollout_training_gap,low,Data Steward,5,closed,67.4,True
EXC-002369,RUN-004924,2026-04-13,Contractor Compliance Snapshot,ISN,LOC-1015,Midwest,Uniform Rental,rollout_training_gap,low,Field Safety Lead,0,open,,True
EXC-002370,RUN-004925,2026-04-13,Contractor Compliance Snapshot,ISN,LOC-1002,Great Lakes,Uniform Rental,missing_completion_date,high,Data Steward,16,open,,False
EXC-002371,RUN-004928,2026-04-13,Chemical SDS Coverage,MSDS,LOC-1042,Southeast,First Aid & Safety,rollout_training_gap,low,Field Safety Lead,3,closed,18.6,True
EXC-002372,RUN-004930,2026-04-13,Chemical SDS Coverage,MSDS,LOC-1040,Southeast,First Aid & Safety,unmapped_employee_partner,low,Corporate Safety,22,closed,165.9,True
EXC-002373,RUN-004931,2026-04-13,Chemical SDS Coverage,MSDS,LOC-1002,Great Lakes,Uniform Rental,rollout_training_gap,critical,Data Steward,9,closed,85.5,True
EXC-002374,RUN-004933,2026-04-13,Chemical SDS Coverage,MSDS,LOC-1020,Midwest,Fire Protection,rollout_training_gap,medium,Corporate Safety,2,closed,53.9,True
EXC-002375,RUN-004934,2026-04-13,Chemical SDS Coverage,MSDS,LOC-1005,Great Lakes,First Aid & Safety,rollout_training_gap,high,Data Steward,8,closed,94.6,True
EXC-002376,RUN-004939,2026-04-13,Chemical SDS Coverage,MSDS,LOC-1067,West,Fire Protection,late_source_extract,medium,Corporate Safety,4,closed,60.0,False
EXC-002377,RUN-004941,2026-04-13,Chemical SDS Coverage,MSDS,LOC-1059,South Central,Facility Services,invalid_vendor_credential,medium,Corporate Safety,3,open,,False
EXC-002378,RUN-004945,2026-04-13,Chemical SDS Coverage,MSDS,LOC-1054,South Central,First Aid & Safety,late_source_extract,medium,Data Steward,6,closed,81.3,False
EXC-002379,RUN-004954,2026-04-13,Chemical SDS Coverage,MSDS,LOC-1041,Southeast,First Aid & Safety,rollout_training_gap,medium,Data Steward,8,closed,78.4,True
EXC-002380,RUN-004955,2026-04-13,Chemical SDS Coverage,MSDS,LOC-1032,Northeast,Fire Protection,rollout_training_gap,medium,Data Steward,7,closed,82.6,True
EXC-002381,RUN-004957,2026-04-13,Chemical SDS Coverage,MSDS,LOC-1021,Midwest,Fire Protection,rollout_training_gap,medium,Field Safety Lead,4,closed,21.7,True
EXC-002382,RUN-004961,2026-04-13,PPE Readiness Tracker,PICS,LOC-1015,Midwest,Uniform Rental,late_source_extract,high,Vendor Coordinator,4,closed,54.8,False
EXC-002383,RUN-004963,2026-04-13,PPE Readiness Tracker,PICS,LOC-1027,Northeast,Uniform Rental,rollout_training_gap,medium,Corporate Safety,1,closed,42.1,True
EXC-002384,RUN-004965,2026-04-13,PPE Readiness Tracker,PICS,LOC-1030,Northeast,First Aid & Safety,unmapped_employee_partner,medium,Vendor Coordinator,5,closed,74.0,True
EXC-002385,RUN-004965,2026-04-13,PPE Readiness Tracker,PICS,LOC-1030,Northeast,First Aid & Safety,invalid_vendor_credential,medium,Vendor Coordinator,3,closed,58.1,False
EXC-002386,RUN-004967,2026-04-13,PPE Readiness Tracker,PICS,LOC-1001,Great Lakes,Uniform Rental,missing_location_id,medium,Data Steward,0,closed,48.8,False
EXC-002387,RUN-004969,2026-04-13,PPE Readiness Tracker,PICS,LOC-1009,Great Lakes,Fire Protection,late_source_extract,low,Data Steward,2,closed,46.1,False
EXC-002388,RUN-004969,2026-04-13,PPE Readiness Tracker,PICS,LOC-1009,Great Lakes,Fire Protection,missing_completion_date,medium,Data Steward,5,closed,55.3,False
EXC-002389,RUN-004970,2026-04-13,PPE Readiness Tracker,PICS,LOC-1044,Southeast,Fire Protection,missing_completion_date,low,Data Steward,3,closed,39.2,False
EXC-002390,RUN-004971,2026-04-13,PPE Readiness Tracker,PICS,LOC-1011,Great Lakes,Facility Services,duplicate_incident_key,medium,Data Steward,3,closed,36.1,False
EXC-002391,RUN-004971,2026-04-13,PPE Readiness Tracker,PICS,LOC-1011,Great Lakes,Facility Services,missing_location_id,medium,Corporate Safety,1,open,,False
EXC-002392,RUN-004971,2026-04-13,PPE Readiness Tracker,PICS,LOC-1011,Great Lakes,Facility Services,late_source_extract,high,Data Steward,10,closed,92.3,False
EXC-002393,RUN-004971,2026-04-13,PPE Readiness Tracker,PICS,LOC-1011,Great Lakes,Facility Services,invalid_vendor_credential,medium,Vendor Coordinator,2,closed,28.1,False
EXC-002394,RUN-004972,2026-04-13,PPE Readiness Tracker,PICS,LOC-1058,South Central,Facility Services,open_corrective_action,low,Field Safety Lead,3,open,,True
EXC-002395,RUN-004974,2026-04-13,PPE Readiness Tracker,PICS,LOC-1060,South Central,Facility Services,missing_completion_date,medium,Field Safety Lead,5,open,,False
EXC-002396,RUN-004977,2026-04-13,PPE Readiness Tracker,PICS,LOC-1037,Southeast,Uniform Rental,duplicate_incident_key,medium,Corporate Safety,3,closed,63.7,False
EXC-002397,RUN-004977,2026-04-13,PPE Readiness Tracker,PICS,LOC-1037,Southeast,Uniform Rental,missing_completion_date,critical,Corporate Safety,7,closed,86.6,False
EXC-002398,RUN-004977,2026-04-13,PPE Readiness Tracker,PICS,LOC-1037,Southeast,Uniform Rental,duplicate_incident_key,medium,Field Safety Lead,5,open,,False
EXC-002399,RUN-004979,2026-04-13,PPE Readiness Tracker,PICS,LOC-1039,Southeast,Uniform Rental,unmapped_employee_partner,low,Vendor Coordinator,8,closed,79.8,True
EXC-002400,RUN-004985,2026-04-13,PPE Readiness Tracker,PICS,LOC-1012,Great Lakes,Facility Services,rollout_training_gap,medium,Field Safety Lead,11,closed,94.4,True
EXC-002401,RUN-004985,2026-04-13,PPE Readiness Tracker,PICS,LOC-1012,Great Lakes,Facility Services,unmapped_employee_partner,medium,Corporate Safety,19,closed,130.6,True
EXC-002402,RUN-004985,2026-04-13,PPE Readiness Tracker,PICS,LOC-1012,Great Lakes,Facility Services,unmapped_employee_partner,low,Data Steward,4,closed,59.1,True
EXC-002403,RUN-004990,2026-04-14,Daily Incident Intake,Safety Logic,LOC-1051,South Central,Uniform Rental,late_source_extract,low,Vendor Coordinator,7,closed,100.8,False
EXC-002404,RUN-004991,2026-04-14,Daily Incident Intake,Safety Logic,LOC-1026,Northeast,Uniform Rental,missing_completion_date,medium,Vendor Coordinator,4,closed,42.4,False
EXC-002405,RUN-004995,2026-04-14,Daily Incident Intake,Safety Logic,LOC-1030,Northeast,First Aid & Safety,rollout_training_gap,high,Data Steward,7,closed,60.9,True
EXC-002406,RUN-004995,2026-04-14,Daily Incident Intake,Safety Logic,LOC-1030,Northeast,First Aid & Safety,rollout_training_gap,low,Field Safety Lead,6,closed,98.2,True
EXC-002407,RUN-004995,2026-04-14,Daily Incident Intake,Safety Logic,LOC-1030,Northeast,First Aid & Safety,duplicate_incident_key,high,Corporate Safety,8,open,,False
EXC-002408,RUN-004997,2026-04-14,Daily Incident Intake,Safety Logic,LOC-1033,Northeast,Fire Protection,duplicate_incident_key,high,Field Safety Lead,18,closed,151.2,False
EXC-002409,RUN-005012,2026-04-15,Daily Incident Intake,Safety Logic,LOC-1044,Southeast,Fire Protection,unmapped_employee_partner,low,Data Steward,1,closed,37.5,True
EXC-002410,RUN-005016,2026-04-15,Daily Incident Intake,Safety Logic,LOC-1057,South Central,Fire Protection,missing_completion_date,critical,Vendor Coordinator,8,closed,80.3,False
EXC-002411,RUN-005016,2026-04-15,Daily Incident Intake,Safety Logic,LOC-1057,South Central,Fire Protection,missing_completion_date,low,Field Safety Lead,7,open,,False
EXC-002412,RUN-005017,2026-04-15,Daily Incident Intake,Safety Logic,LOC-1061,West,Uniform Rental,duplicate_incident_key,medium,Vendor Coordinator,2,open,,False
EXC-002413,RUN-005018,2026-04-15,Daily Incident Intake,Safety Logic,LOC-1006,Great Lakes,First Aid & Safety,invalid_vendor_credential,medium,Corporate Safety,1,closed,28.3,False
EXC-002414,RUN-005020,2026-04-15,Daily Incident Intake,Safety Logic,LOC-1067,West,Fire Protection,late_source_extract,medium,Data Steward,10,open,,False
EXC-002415,RUN-005023,2026-04-15,Daily Incident Intake,Safety Logic,LOC-1010,Great Lakes,Facility Services,missing_completion_date,low,Vendor Coordinator,3,closed,30.4,False
EXC-002416,RUN-005024,2026-04-15,Daily Incident Intake,Safety Logic,LOC-1045,Southeast,Fire Protection,late_source_extract,medium,Corporate Safety,6,closed,71.1,False
EXC-002417,RUN-005024,2026-04-15,Daily Incident Intake,Safety Logic,LOC-1045,Southeast,Fire Protection,unmapped_employee_partner,medium,Data Steward,0,open,,True
EXC-002418,RUN-005027,2026-04-15,Daily Incident Intake,Safety Logic,LOC-1001,Great Lakes,Uniform Rental,unmapped_employee_partner,medium,Vendor Coordinator,2,closed,32.1,True
EXC-002419,RUN-005030,2026-04-15,Ad Hoc Leader Request,Corporate Request,LOC-1015,Midwest,Uniform Rental,rollout_training_gap,medium,Field Safety Lead,7,closed,70.9,True
EXC-002420,RUN-005033,2026-04-15,Ad Hoc Leader Request,Corporate Request,LOC-1047,Southeast,Facility Services,invalid_vendor_credential,medium,Field Safety Lead,13,closed,118.9,False
EXC-002421,RUN-005034,2026-04-15,Ad Hoc Leader Request,Corporate Request,LOC-1031,Northeast,Fire Protection,missing_completion_date,medium,Corporate Safety,7,open,,False
EXC-002422,RUN-005035,2026-04-15,Ad Hoc Leader Request,Corporate Request,LOC-1001,Great Lakes,Uniform Rental,missing_location_id,medium,Corporate Safety,3,closed,38.9,False
EXC-002423,RUN-005039,2026-04-15,Ad Hoc Leader Request,Corporate Request,LOC-1064,West,First Aid & Safety,missing_completion_date,high,Corporate Safety,7,open,,False
EXC-002424,RUN-005041,2026-04-15,Ad Hoc Leader Request,Corporate Request,LOC-1016,Midwest,First Aid & Safety,late_source_extract,high,Vendor Coordinator,15,closed,132.8,False
EXC-002425,RUN-005044,2026-04-15,Ad Hoc Leader Request,Corporate Request,LOC-1029,Northeast,First Aid & Safety,missing_completion_date,medium,Vendor Coordinator,2,open,,False
EXC-002426,RUN-005047,2026-04-15,Ad Hoc Leader Request,Corporate Request,LOC-1045,Southeast,Fire Protection,missing_completion_date,high,Corporate Safety,10,open,,False
EXC-002427,RUN-005049,2026-04-15,Ad Hoc Leader Request,Corporate Request,LOC-1012,Great Lakes,Facility Services,missing_completion_date,low,Corporate Safety,2,closed,54.2,False
EXC-002428,RUN-005054,2026-04-15,Ad Hoc Leader Request,Corporate Request,LOC-1059,South Central,Facility Services,missing_location_id,medium,Field Safety Lead,6,closed,60.1,False
EXC-002429,RUN-005064,2026-04-16,Daily Incident Intake,Safety Logic,LOC-1035,Northeast,Facility Services,open_corrective_action,high,Corporate Safety,9,open,,True
EXC-002430,RUN-005065,2026-04-16,Daily Incident Intake,Safety Logic,LOC-1059,South Central,Facility Services,duplicate_incident_key,medium,Vendor Coordinator,5,open,,False
EXC-002431,RUN-005071,2026-04-16,Daily Incident Intake,Safety Logic,LOC-1024,Midwest,Facility Services,duplicate_incident_key,medium,Corporate Safety,5,closed,68.1,False
EXC-002432,RUN-005073,2026-04-16,Daily Incident Intake,Safety Logic,LOC-1041,Southeast,First Aid & Safety,late_source_extract,low,Vendor Coordinator,11,closed,105.8,False
EXC-002433,RUN-005074,2026-04-16,Daily Incident Intake,Safety Logic,LOC-1027,Northeast,Uniform Rental,missing_completion_date,medium,Data Steward,7,closed,54.5,False
EXC-002434,RUN-005074,2026-04-16,Daily Incident Intake,Safety Logic,LOC-1027,Northeast,Uniform Rental,missing_location_id,low,Field Safety Lead,3,closed,65.4,False
EXC-002435,RUN-005075,2026-04-16,Daily Incident Intake,Safety Logic,LOC-1051,South Central,Uniform Rental,missing_completion_date,low,Field Safety Lead,7,closed,94.9,False
EXC-002436,RUN-005075,2026-04-16,Daily Incident Intake,Safety Logic,LOC-1051,South Central,Uniform Rental,missing_completion_date,low,Corporate Safety,1,closed,43.5,False
EXC-002437,RUN-005076,2026-04-16,Daily Incident Intake,Safety Logic,LOC-1033,Northeast,Fire Protection,open_corrective_action,medium,Data Steward,2,closed,35.0,True
EXC-002438,RUN-005076,2026-04-16,Daily Incident Intake,Safety Logic,LOC-1033,Northeast,Fire Protection,duplicate_incident_key,medium,Vendor Coordinator,4,closed,75.9,False
EXC-002439,RUN-005080,2026-04-16,Daily Incident Intake,Safety Logic,LOC-1039,Southeast,Uniform Rental,unmapped_employee_partner,medium,Corporate Safety,4,closed,65.5,True
EXC-002440,RUN-005080,2026-04-16,Daily Incident Intake,Safety Logic,LOC-1039,Southeast,Uniform Rental,unmapped_employee_partner,high,Field Safety Lead,12,open,,True
EXC-002441,RUN-005086,2026-04-17,Daily Incident Intake,Safety Logic,LOC-1051,South Central,Uniform Rental,missing_completion_date,medium,Field Safety Lead,3,closed,49.6,False
EXC-002442,RUN-005091,2026-04-17,Daily Incident Intake,Safety Logic,LOC-1041,Southeast,First Aid & Safety,missing_location_id,medium,Corporate Safety,10,closed,103.6,False
EXC-002443,RUN-005091,2026-04-17,Daily Incident Intake,Safety Logic,LOC-1041,Southeast,First Aid & Safety,duplicate_incident_key,medium,Vendor Coordinator,7,closed,75.1,False
EXC-002444,RUN-005094,2026-04-17,Daily Incident Intake,Safety Logic,LOC-1045,Southeast,Fire Protection,late_source_extract,medium,Corporate Safety,2,closed,34.9,False
EXC-002445,RUN-005094,2026-04-17,Daily Incident Intake,Safety Logic,LOC-1045,Southeast,Fire Protection,open_corrective_action,medium,Data Steward,0,closed,54.4,True
EXC-002446,RUN-005095,2026-04-17,Daily Incident Intake,Safety Logic,LOC-1021,Midwest,Fire Protection,invalid_vendor_credential,medium,Corporate Safety,6,open,,False
EXC-002447,RUN-005096,2026-04-17,Daily Incident Intake,Safety Logic,LOC-1069,West,Fire Protection,open_corrective_action,medium,Vendor Coordinator,3,closed,50.2,True
EXC-002448,RUN-005103,2026-04-17,Daily Incident Intake,Safety Logic,LOC-1061,West,Uniform Rental,late_source_extract,medium,Corporate Safety,5,closed,71.0,False
EXC-002449,RUN-005104,2026-04-18,Daily Incident Intake,Safety Logic,LOC-1018,Midwest,First Aid & Safety,duplicate_incident_key,high,Corporate Safety,7,closed,87.1,False
EXC-002450,RUN-005106,2026-04-18,Daily Incident Intake,Safety Logic,LOC-1064,West,First Aid & Safety,missing_completion_date,medium,Vendor Coordinator,1,closed,50.8,False
EXC-002451,RUN-005108,2026-04-18,Daily Incident Intake,Safety Logic,LOC-1040,Southeast,First Aid & Safety,unmapped_employee_partner,medium,Corporate Safety,3,open,,True
EXC-002452,RUN-005113,2026-04-18,Daily Incident Intake,Safety Logic,LOC-1002,Great Lakes,Uniform Rental,invalid_vendor_credential,medium,Vendor Coordinator,3,closed,64.1,False
EXC-002453,RUN-005117,2026-04-18,Daily Incident Intake,Safety Logic,LOC-1024,Midwest,Facility Services,missing_completion_date,critical,Corporate Safety,5,closed,55.5,False
EXC-002454,RUN-005120,2026-04-18,Daily Incident Intake,Safety Logic,LOC-1048,Southeast,Facility Services,duplicate_incident_key,medium,Corporate Safety,5,closed,71.5,False
EXC-002455,RUN-005122,2026-04-18,Daily Incident Intake,Safety Logic,LOC-1065,West,First Aid & Safety,open_corrective_action,medium,Data Steward,6,closed,45.7,True
